#idx,cloud,runtime,memory_mb,region,total_ms,measured_ms,latency_ms,name,
5,aws,go,2048,eu-central-1,125,62,63,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,117,63,54,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,128,63,65,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,126,63,63,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,140,62,78,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,136,62,74,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,129,62,67,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,129,62,67,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,122,63,59,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,142,63,79,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,138,63,75,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,215,62,153,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,120,62,58,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,139,68,71,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,122,62,60,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,156,63,93,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,128,62,66,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,170,62,108,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,131,62,69,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,127,62,65,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,133,63,70,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,134,63,71,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,133,63,70,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,134,63,71,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,135,63,72,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,116,63,53,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,130,69,61,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,145,63,82,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,143,63,80,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,120,63,57,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,129,63,66,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,133,63,70,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,130,63,67,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,130,63,67,AWS 2048 MB, 2048 MB
5,aws,go,2048,eu-central-1,121,62,59,AWS 2048 MB, 2048 MB
