cloud,ms,km
azure-uksouth,167,747
azure-uksouth,194,747
azure-uksouth,223,747
azure-uksouth,136,747
azure-uksouth,654,747
azure-uksouth,142,747
azure-uksouth,161,747
azure-uksouth,318,747
azure-uksouth,300,747
azure-uksouth,194,747
azure-uksouth,178,747
azure-uksouth,222,747
azure-uksouth,229,747
azure-uksouth,225,747
azure-uksouth,168,747
azure-uksouth,151,747
azure-uksouth,137,747
azure-uksouth,233,747
azure-uksouth,194,747
azure-uksouth,261,747
azure-uksouth,166,747
azure-uksouth,167,747
azure-uksouth,140,747
azure-uksouth,233,747
azure-uksouth,235,747
azure-uksouth,148,747
azure-uksouth,160,747
azure-uksouth,144,747
azure-uksouth,117,747
azure-uksouth,223,747
azure-uksouth,169,747
azure-uksouth,196,747
azure-uksouth,162,747
azure-uksouth,240,747
azure-uksouth,215,747
azure-uksouth,235,747
azure-uksouth,230,747
azure-uksouth,176,747
azure-uksouth,171,747
azure-uksouth,146,747
azure-uksouth,153,747
azure-uksouth,149,747
azure-uksouth,290,747
azure-uksouth,298,747
azure-uksouth,304,747
azure-uksouth,170,747
azure-uksouth,200,747
azure-uksouth,111,747
azure-uksouth,147,747
azure-uksouth,280,747
azure-uksouth,257,747
azure-uksouth,204,747
azure-uksouth,282,747
azure-uksouth,226,747
azure-uksouth,147,747
azure-uksouth,155,747
azure-uksouth,274,747
azure-uksouth,255,747
azure-uksouth,281,747
azure-uksouth,250,747
azure-uksouth,161,747
azure-uksouth,172,747
azure-uksouth,157,747
azure-uksouth,185,747
azure-uksouth,230,747
azure-uksouth,246,747
azure-uksouth,245,747
azure-uksouth,774,747
azure-uksouth,258,747
azure-uksouth,268,747
azure-uksouth,150,747
azure-uksouth,155,747
azure-westus2,821,8508
azure-westus2,793,8508
azure-westus2,767,8508
azure-westus2,755,8508
azure-westus2,517,8508
azure-westus2,1846,8508
azure-westus2,704,8508
azure-westus2,776,8508
azure-westus2,703,8508
azure-westus2,796,8508
azure-westus2,710,8508
azure-westus2,708,8508
azure-westus2,796,8508
azure-westus2,706,8508
azure-westus2,524,8508
azure-westus2,795,8508
azure-westus2,707,8508
azure-westus2,712,8508
azure-westus2,779,8508
azure-westus2,699,8508
azure-westus2,518,8508
azure-westus2,704,8508
azure-westus2,790,8508
azure-westus2,712,8508
azure-westus2,708,8508
azure-westus2,701,8508
azure-westus2,781,8508
azure-westus2,715,8508
azure-westus2,521,8508
azure-westus2,713,8508
azure-westus2,777,8508
azure-westus2,715,8508
azure-westus2,1144,8508
azure-westus2,1111,8508
azure-westus2,545,8508
azure-westus2,790,8508
azure-westus2,750,8508
azure-westus2,525,8508
azure-westus2,722,8508
azure-westus2,699,8508
azure-westus2,805,8508
azure-westus2,697,8508
azure-westus2,552,8508
azure-westus2,742,8508
azure-westus2,717,8508
azure-westus2,794,8508
azure-westus2,731,8508
azure-westus2,723,8508
azure-westus2,703,8508
azure-westus2,722,8508
azure-westus2,727,8508
azure-westus2,817,8508
azure-westus2,756,8508
azure-westus2,555,8508
azure-westus2,534,8508
azure-westus2,714,8508
azure-westus2,719,8508
azure-westus2,805,8508
azure-westus2,721,8508
azure-westus2,712,8508
azure-westus2,540,8508
azure-westus2,724,8508
azure-westus2,707,8508
azure-westus2,837,8508
azure-westus2,637,8508
azure-westus2,732,8508
azure-westus2,718,8508
azure-westus2,546,8508
azure-westus2,736,8508
azure-westus2,705,8508
azure-westus2,791,8508
azure-westus2,709,8508
azure-westus2,712,8508
azure-westus2,530,8508
azure-westus2,701,8508
azure-westus2,713,8508
azure-westus2,704,8508
azure-westus2,792,8508
azure-westus2,772,8508
azure-westus2,716,8508
azure-westus2,724,8508
azure-westus2,700,8508
azure-westus2,705,8508
azure-westus2,710,8508
azure-westus2,808,8508
azure-westus2,719,8508
azure-westus2,731,8508
azure-westus2,718,8508
azure-westus2,725,8508
azure-westus2,567,8508
azure-westus2,734,8508
azure-westus2,543,8508
azure-westus2,793,8508
azure-westus2,728,8508
azure-westus2,706,8508
azure-westus2,725,8508
azure-westus2,718,8508
azure-westus2,744,8508
azure-westus2,757,8508
azure-westus2,739,8508
google-us-central1,296,7439
google-us-central1,190,7439
google-us-central1,286,7439
google-us-central1,192,7439
google-us-central1,277,7439
google-us-central1,255,7439
google-us-central1,254,7439
google-us-central1,270,7439
google-us-central1,200,7439
google-us-central1,186,7439
google-us-central1,157,7439
google-us-central1,268,7439
google-us-central1,309,7439
google-us-central1,209,7439
google-us-central1,152,7439
google-us-central1,211,7439
google-us-central1,163,7439
google-us-central1,254,7439
google-us-central1,245,7439
google-us-central1,169,7439
google-us-central1,158,7439
google-us-central1,204,7439
google-us-central1,178,7439
google-us-central1,156,7439
google-us-central1,235,7439
google-us-central1,164,7439
google-us-central1,268,7439
google-us-central1,185,7439
google-us-central1,280,7439
google-us-central1,193,7439
google-us-central1,205,7439
google-us-central1,163,7439
google-us-central1,169,7439
google-us-central1,163,7439
google-us-central1,235,7439
google-us-central1,202,7439
google-us-central1,254,7439
google-us-central1,222,7439
google-us-central1,170,7439
google-us-central1,168,7439
google-us-central1,186,7439
google-us-central1,155,7439
google-us-central1,157,7439
google-us-central1,159,7439
google-us-central1,762,7439
google-us-central1,218,7439
google-us-central1,161,7439
google-us-central1,180,7439
google-us-central1,175,7439
google-us-central1,161,7439
google-us-central1,288,7439
google-us-central1,244,7439
google-us-central1,167,7439
google-us-central1,166,7439
google-us-central1,355,7439
google-us-central1,200,7439
google-us-central1,328,7439
google-us-central1,300,7439
google-us-central1,226,7439
google-us-central1,328,7439
google-us-central1,207,7439
google-us-central1,178,7439
google-us-central1,188,7439
google-us-central1,289,7439
google-us-central1,195,7439
google-us-central1,191,7439
google-us-central1,184,7439
google-us-central1,192,7439
google-us-central1,172,7439
google-us-central1,263,7439
google-us-central1,240,7439
google-us-central1,273,7439
google-us-central1,201,7439
google-us-central1,189,7439
google-us-central1,270,7439
google-us-central1,220,7439
google-us-central1,278,7439
google-us-central1,291,7439
google-us-central1,197,7439
google-us-central1,195,7439
google-us-central1,175,7439
google-us-central1,249,7439
google-us-central1,235,7439
google-us-central1,235,7439
google-us-central1,287,7439
google-us-central1,195,7439
google-us-central1,198,7439
google-us-central1,222,7439
google-us-central1,206,7439
google-us-central1,269,7439
google-us-central1,296,7439
google-us-central1,281,7439
google-us-central1,178,7439
google-us-central1,220,7439
google-us-central1,174,7439
google-us-central1,163,7439
google-us-central1,169,7439
google-us-central1,177,7439
google-us-central1,208,7439
google-us-central1,251,7439
google-us-east1,192,7220
google-us-east1,707,7220
google-us-east1,786,7220
google-us-east1,824,7220
google-us-east1,768,7220
google-us-east1,912,7220
google-us-east1,197,7220
google-us-east1,171,7220
google-us-east1,794,7220
google-us-east1,219,7220
google-us-east1,209,7220
google-us-east1,197,7220
google-us-east1,242,7220
google-us-east1,778,7220
google-us-east1,169,7220
google-us-east1,183,7220
google-us-east1,819,7220
google-us-east1,786,7220
google-us-east1,1241,7220
google-us-east1,785,7220
google-us-east1,165,7220
google-us-east1,818,7220
google-us-east1,152,7220
google-us-east1,146,7220
google-us-east1,782,7220
google-us-east1,788,7220
google-us-east1,223,7220
google-us-east1,796,7220
google-us-east1,207,7220
google-us-east1,802,7220
google-us-east1,255,7220
google-us-east1,782,7220
google-us-east1,148,7220
google-us-east1,791,7220
google-us-east1,778,7220
google-us-east1,235,7220
google-us-east1,205,7220
google-us-east1,772,7220
google-us-east1,154,7220
google-us-east1,175,7220
google-us-east1,174,7220
google-us-east1,151,7220
google-us-east1,150,7220
google-us-east1,777,7220
google-us-east1,786,7220
google-us-east1,169,7220
google-us-east1,213,7220
google-us-east1,165,7220
google-us-east1,167,7220
google-us-east1,822,7220
google-us-east1,904,7220
google-us-east1,245,7220
google-us-east1,786,7220
google-us-east1,861,7220
google-us-east1,781,7220
google-us-east1,867,7220
google-us-east1,338,7220
google-us-east1,794,7220
google-us-east1,176,7220
google-us-east1,146,7220
google-us-east1,852,7220
google-us-east1,154,7220
google-us-east1,798,7220
google-us-east1,799,7220
google-us-east1,151,7220
google-us-east1,163,7220
google-us-east1,886,7220
google-us-east1,161,7220
google-us-east1,192,7220
google-us-east1,175,7220
google-us-east1,220,7220
google-us-east1,215,7220
google-us-east1,200,7220
google-us-east1,796,7220
google-us-east1,792,7220
google-us-east1,159,7220
google-us-east1,807,7220
google-us-east1,177,7220
google-us-east1,165,7220
google-us-east1,180,7220
google-us-east1,801,7220
google-us-east1,793,7220
google-us-east1,203,7220
google-us-east1,868,7220
google-us-east1,826,7220
google-us-east1,163,7220
google-us-east1,693,7220
google-us-east1,781,7220
google-us-east1,800,7220
google-us-east1,783,7220
google-us-east1,847,7220
google-us-east1,785,7220
google-us-east1,198,7220
google-us-east1,272,7220
google-us-east1,167,7220
google-us-east1,798,7220
google-us-east1,810,7220
google-us-east1,866,7220
google-us-east1,157,7220
google-us-east1,278,7220
google-us-east4,186,6721
google-us-east4,251,6721
google-us-east4,174,6721
google-us-east4,786,6721
google-us-east4,168,6721
google-us-east4,167,6721
google-us-east4,145,6721
google-us-east4,187,6721
google-us-east4,196,6721
google-us-east4,203,6721
google-us-east4,136,6721
google-us-east4,689,6721
google-us-east4,714,6721
google-us-east4,135,6721
google-us-east4,597,6721
google-us-east4,213,6721
google-us-east4,139,6721
google-us-east4,157,6721
google-us-east4,159,6721
google-us-east4,218,6721
google-us-east4,183,6721
google-us-east4,184,6721
google-us-east4,249,6721
google-us-east4,132,6721
google-us-east4,130,6721
google-us-east4,160,6721
google-us-east4,163,6721
google-us-east4,209,6721
google-us-east4,692,6721
google-us-east4,134,6721
google-us-east4,812,6721
google-us-east4,141,6721
google-us-east4,139,6721
google-us-east4,143,6721
google-us-east4,755,6721
google-us-east4,244,6721
google-us-east4,179,6721
google-us-east4,134,6721
google-us-east4,744,6721
google-us-east4,138,6721
google-us-east4,236,6721
google-us-east4,137,6721
google-us-east4,247,6721
google-us-east4,726,6721
google-us-east4,139,6721
google-us-east4,161,6721
google-us-east4,235,6721
google-us-east4,232,6721
google-us-east4,151,6721
google-us-east4,143,6721
google-us-east4,200,6721
google-us-east4,165,6721
google-us-east4,700,6721
google-us-east4,696,6721
google-us-east4,137,6721
google-us-east4,209,6721
google-us-east4,697,6721
google-us-east4,242,6721
google-us-east4,213,6721
google-us-east4,187,6721
google-us-east4,136,6721
google-us-east4,229,6721
google-us-east4,139,6721
google-us-east4,233,6721
google-us-east4,169,6721
google-us-east4,161,6721
google-us-east4,412,6721
google-us-east4,172,6721
google-us-east4,705,6721
google-us-east4,184,6721
google-us-east4,148,6721
google-us-east4,155,6721
google-us-east4,246,6721
google-us-east4,149,6721
google-us-east4,193,6721
google-us-east4,158,6721
google-us-east4,147,6721
google-us-east4,193,6721
google-us-east4,155,6721
google-us-east4,149,6721
google-us-east4,713,6721
google-us-east4,176,6721
google-us-east4,166,6721
google-us-east4,153,6721
google-us-east4,186,6721
google-us-east4,152,6721
google-us-east4,235,6721
google-us-east4,317,6721
google-us-east4,189,6721
google-us-east4,739,6721
google-us-east4,638,6721
google-us-east4,248,6721
google-us-east4,193,6721
google-us-east4,177,6721
google-us-east4,150,6721
google-us-east4,232,6721
google-us-east4,794,6721
google-us-east4,800,6721
google-us-east4,715,6721
google-us-east4,710,6721
google-europe-west1,141,471
google-europe-west1,84,471
google-europe-west1,173,471
google-europe-west1,77,471
google-europe-west1,329,471
google-europe-west1,113,471
google-europe-west1,58,471
google-europe-west1,79,471
google-europe-west1,59,471
google-europe-west1,105,471
google-europe-west1,59,471
google-europe-west1,129,471
google-europe-west1,185,471
google-europe-west1,124,471
google-europe-west1,106,471
google-europe-west1,127,471
google-europe-west1,52,471
google-europe-west1,109,471
google-europe-west1,69,471
google-europe-west1,89,471
google-europe-west1,153,471
google-europe-west1,55,471
google-europe-west1,69,471
google-europe-west1,65,471
google-europe-west1,59,471
google-europe-west1,115,471
google-europe-west1,172,471
google-europe-west1,67,471
google-europe-west1,157,471
google-europe-west1,112,471
google-europe-west1,81,471
google-europe-west1,148,471
google-europe-west1,97,471
google-europe-west1,137,471
google-europe-west1,79,471
google-europe-west1,112,471
google-europe-west1,83,471
google-europe-west1,143,471
google-europe-west1,63,471
google-europe-west1,63,471
google-europe-west1,91,471
google-europe-west1,67,471
google-europe-west1,94,471
google-europe-west1,75,471
google-europe-west1,231,471
google-europe-west1,192,471
google-europe-west1,66,471
google-europe-west1,65,471
google-europe-west1,66,471
google-europe-west1,74,471
google-europe-west1,156,471
google-europe-west1,105,471
google-europe-west1,172,471
google-europe-west1,164,471
google-europe-west1,113,471
google-europe-west1,64,471
google-europe-west1,64,471
google-europe-west1,154,471
google-europe-west1,61,471
google-europe-west1,138,471
google-europe-west1,124,471
google-europe-west1,109,471
google-europe-west1,122,471
google-europe-west1,79,471
google-europe-west1,90,471
google-europe-west1,90,471
google-europe-west1,147,471
google-europe-west1,120,471
google-europe-west1,74,471
google-europe-west1,132,471
google-europe-west1,90,471
google-europe-west1,187,471
google-europe-west1,91,471
google-europe-west1,249,471
google-europe-west1,71,471
google-europe-west1,162,471
google-europe-west1,120,471
google-europe-west1,91,471
google-europe-west1,88,471
google-europe-west1,99,471
google-europe-west1,85,471
google-europe-west1,232,471
google-europe-west1,80,471
google-europe-west1,104,471
google-europe-west1,116,471
google-europe-west1,92,471
google-europe-west1,75,471
google-europe-west1,96,471
google-europe-west1,194,471
google-europe-west1,202,471
google-europe-west1,76,471
google-europe-west1,76,471
google-europe-west1,83,471
google-europe-west1,101,471
google-europe-west1,69,471
google-europe-west1,193,471
google-europe-west1,91,471
google-europe-west1,106,471
google-europe-west1,110,471
google-europe-west1,105,471
google-europe-west2,250,747
google-europe-west2,175,747
google-europe-west2,273,747
google-europe-west2,82,747
google-europe-west2,155,747
google-europe-west2,195,747
google-europe-west2,169,747
google-europe-west2,210,747
google-europe-west2,96,747
google-europe-west2,152,747
google-europe-west2,176,747
google-europe-west2,258,747
google-europe-west2,63,747
google-europe-west2,53,747
google-europe-west2,571,747
google-europe-west2,269,747
google-europe-west2,241,747
google-europe-west2,61,747
google-europe-west2,164,747
google-europe-west2,176,747
google-europe-west2,245,747
google-europe-west2,178,747
google-europe-west2,204,747
google-europe-west2,251,747
google-europe-west2,236,747
google-europe-west2,237,747
google-europe-west2,286,747
google-europe-west2,75,747
google-europe-west2,184,747
google-europe-west2,174,747
google-europe-west2,184,747
google-europe-west2,139,747
google-europe-west2,177,747
google-europe-west2,64,747
google-europe-west2,148,747
google-europe-west2,208,747
google-europe-west2,208,747
google-europe-west2,64,747
google-europe-west2,229,747
google-europe-west2,201,747
google-europe-west2,284,747
google-europe-west2,162,747
google-europe-west2,197,747
google-europe-west2,64,747
google-europe-west2,62,747
google-europe-west2,79,747
google-europe-west2,84,747
google-europe-west2,158,747
google-europe-west2,92,747
google-europe-west2,186,747
google-europe-west2,62,747
google-europe-west2,283,747
google-europe-west2,152,747
google-europe-west2,132,747
google-europe-west2,191,747
google-europe-west2,186,747
google-europe-west2,186,747
google-europe-west2,134,747
google-europe-west2,198,747
google-europe-west2,196,747
google-europe-west2,182,747
google-europe-west2,164,747
google-europe-west2,171,747
google-europe-west2,215,747
google-europe-west2,231,747
google-europe-west2,281,747
google-europe-west2,185,747
google-europe-west2,236,747
google-europe-west2,283,747
google-europe-west2,258,747
google-europe-west2,117,747
google-europe-west2,132,747
google-europe-west2,212,747
google-europe-west2,259,747
google-europe-west2,213,747
google-europe-west2,188,747
google-europe-west2,197,747
google-europe-west2,211,747
google-europe-west2,153,747
google-europe-west2,86,747
google-europe-west2,95,747
google-europe-west2,142,747
google-europe-west2,94,747
google-europe-west2,124,747
google-europe-west2,224,747
google-europe-west2,198,747
google-europe-west2,202,747
google-europe-west2,198,747
google-europe-west2,84,747
google-europe-west2,82,747
google-europe-west2,190,747
google-europe-west2,285,747
google-europe-west2,103,747
google-europe-west2,266,747
google-europe-west2,221,747
google-europe-west2,99,747
google-europe-west2,229,747
google-europe-west2,223,747
google-europe-west2,204,747
google-europe-west2,426,747
google-asia-east2,2068,9402
google-asia-east2,2016,9402
google-asia-east2,2072,9402
google-asia-east2,2018,9402
google-asia-east2,1979,9402
google-asia-east2,2006,9402
google-asia-east2,2048,9402
google-asia-east2,2053,9402
google-asia-east2,2109,9402
google-asia-east2,323,9402
google-asia-east2,1981,9402
google-asia-east2,1977,9402
google-asia-east2,2057,9402
google-asia-east2,325,9402
google-asia-east2,1978,9402
google-asia-east2,2004,9402
google-asia-east2,2049,9402
google-asia-east2,2001,9402
google-asia-east2,2007,9402
google-asia-east2,2000,9402
google-asia-east2,1985,9402
google-asia-east2,1960,9402
google-asia-east2,358,9402
google-asia-east2,1970,9402
google-asia-east2,1998,9402
google-asia-east2,1986,9402
google-asia-east2,2006,9402
google-asia-east2,2028,9402
google-asia-east2,2000,9402
google-asia-east2,2726,9402
google-asia-east2,344,9402
google-asia-east2,318,9402
google-asia-east2,2060,9402
google-asia-east2,2015,9402
google-asia-east2,1982,9402
google-asia-east2,2051,9402
google-asia-east2,2140,9402
google-asia-east2,2013,9402
google-asia-east2,2056,9402
google-asia-east2,1987,9402
google-asia-east2,360,9402
google-asia-east2,1812,9402
google-asia-east2,2079,9402
google-asia-east2,2048,9402
google-asia-east2,1994,9402
google-asia-east2,2039,9402
google-asia-east2,2060,9402
google-asia-east2,2088,9402
google-asia-east2,2128,9402
google-asia-east2,1981,9402
google-asia-east2,2008,9402
google-asia-east2,2044,9402
google-asia-east2,2056,9402
google-asia-east2,1971,9402
google-asia-east2,2065,9402
google-asia-east2,2000,9402
google-asia-east2,2003,9402
google-asia-east2,1995,9402
google-asia-east2,397,9402
google-asia-east2,2106,9402
google-asia-east2,2008,9402
google-asia-east2,1992,9402
google-asia-east2,336,9402
google-asia-east2,2066,9402
google-asia-east2,1987,9402
google-asia-east2,1988,9402
google-asia-east2,2027,9402
google-asia-east2,2000,9402
google-asia-east2,2062,9402
google-asia-east2,1719,9402
google-asia-east2,356,9402
google-asia-east2,427,9402
google-asia-east2,2002,9402
google-asia-east2,2091,9402
google-asia-east2,2108,9402
google-asia-east2,2010,9402
google-asia-east2,2020,9402
google-asia-east2,2044,9402
google-asia-east2,2603,9402
google-asia-east2,2038,9402
google-asia-east2,2136,9402
google-asia-east2,1976,9402
google-asia-east2,2003,9402
google-asia-east2,1980,9402
google-asia-east2,408,9402
google-asia-east2,353,9402
google-asia-east2,2063,9402
google-asia-east2,670,9402
google-asia-east2,2105,9402
google-asia-east2,2013,9402
google-asia-east2,379,9402
google-asia-east2,424,9402
google-asia-east2,361,9402
google-asia-east2,2036,9402
google-asia-east2,2048,9402
google-asia-east2,2023,9402
google-asia-east2,2014,9402
google-asia-east2,1990,9402
google-asia-east2,2008,9402
google-asia-east2,1987,9402
google-asia-northeast1,1794,9669
google-asia-northeast1,1688,9669
google-asia-northeast1,1745,9669
google-asia-northeast1,1696,9669
google-asia-northeast1,1691,9669
google-asia-northeast1,1731,9669
google-asia-northeast1,1678,9669
google-asia-northeast1,1461,9669
google-asia-northeast1,1686,9669
google-asia-northeast1,1691,9669
google-asia-northeast1,1770,9669
google-asia-northeast1,1695,9669
google-asia-northeast1,1762,9669
google-asia-northeast1,1701,9669
google-asia-northeast1,1661,9669
google-asia-northeast1,1703,9669
google-asia-northeast1,1663,9669
google-asia-northeast1,1695,9669
google-asia-northeast1,1668,9669
google-asia-northeast1,1663,9669
google-asia-northeast1,1705,9669
google-asia-northeast1,1682,9669
google-asia-northeast1,1676,9669
google-asia-northeast1,1658,9669
google-asia-northeast1,1722,9669
google-asia-northeast1,1667,9669
google-asia-northeast1,333,9669
google-asia-northeast1,1682,9669
google-asia-northeast1,1678,9669
google-asia-northeast1,1737,9669
google-asia-northeast1,1684,9669
google-asia-northeast1,341,9669
google-asia-northeast1,1754,9669
google-asia-northeast1,1702,9669
google-asia-northeast1,1677,9669
google-asia-northeast1,1726,9669
google-asia-northeast1,1434,9669
google-asia-northeast1,1666,9669
google-asia-northeast1,1745,9669
google-asia-northeast1,1714,9669
google-asia-northeast1,1692,9669
google-asia-northeast1,1790,9669
google-asia-northeast1,1684,9669
google-asia-northeast1,1694,9669
google-asia-northeast1,1673,9669
google-asia-northeast1,305,9669
google-asia-northeast1,1453,9669
google-asia-northeast1,1502,9669
google-asia-northeast1,1465,9669
google-asia-northeast1,1686,9669
google-asia-northeast1,1712,9669
google-asia-northeast1,1832,9669
google-asia-northeast1,1902,9669
google-asia-northeast1,1691,9669
google-asia-northeast1,1691,9669
google-asia-northeast1,1693,9669
google-asia-northeast1,1668,9669
google-asia-northeast1,1814,9669
google-asia-northeast1,1682,9669
google-asia-northeast1,1759,9669
google-asia-northeast1,305,9669
google-asia-northeast1,284,9669
google-asia-northeast1,1708,9669
google-asia-northeast1,354,9669
google-asia-northeast1,1736,9669
google-asia-northeast1,1758,9669
google-asia-northeast1,1799,9669
google-asia-northeast1,1705,9669
google-asia-northeast1,291,9669
google-asia-northeast1,299,9669
google-asia-northeast1,1810,9669
google-asia-northeast1,1721,9669
google-asia-northeast1,1669,9669
google-asia-northeast1,1684,9669
google-asia-northeast1,1700,9669
google-asia-northeast1,1689,9669
google-asia-northeast1,1669,9669
google-asia-northeast1,1703,9669
google-asia-northeast1,1732,9669
google-asia-northeast1,1711,9669
google-asia-northeast1,1442,9669
google-asia-northeast1,1692,9669
google-asia-northeast1,372,9669
google-asia-northeast1,1702,9669
google-asia-northeast1,287,9669
google-asia-northeast1,1778,9669
google-asia-northeast1,306,9669
google-asia-northeast1,1729,9669
google-asia-northeast1,1712,9669
google-asia-northeast1,1697,9669
google-asia-northeast1,296,9669
google-asia-northeast1,1678,9669
google-asia-northeast1,305,9669
google-asia-northeast1,1714,9669
google-asia-northeast1,1714,9669
google-asia-northeast1,306,9669
google-asia-northeast1,1761,9669
google-asia-northeast1,1786,9669
google-asia-northeast1,1733,9669
google-asia-northeast1,1672,9669
ibm-eu-de,302,365
ibm-eu-de,198,365
ibm-eu-de,210,365
ibm-eu-de,164,365
ibm-eu-de,163,365
ibm-eu-de,113,365
ibm-eu-de,167,365
ibm-eu-de,146,365
ibm-eu-de,226,365
ibm-eu-de,159,365
ibm-eu-de,201,365
ibm-eu-de,209,365
ibm-eu-de,159,365
ibm-eu-de,151,365
ibm-eu-de,227,365
ibm-eu-de,160,365
ibm-eu-de,237,365
ibm-eu-de,456,365
ibm-eu-de,115,365
ibm-eu-de,188,365
ibm-eu-de,174,365
ibm-eu-de,152,365
ibm-eu-de,149,365
ibm-eu-de,154,365
ibm-eu-de,180,365
ibm-eu-de,156,365
ibm-eu-de,116,365
ibm-eu-de,146,365
ibm-eu-de,143,365
ibm-eu-de,149,365
ibm-eu-de,152,365
ibm-eu-de,148,365
ibm-eu-de,158,365
ibm-eu-de,141,365
ibm-eu-de,177,365
ibm-eu-de,159,365
ibm-eu-de,194,365
ibm-eu-de,261,365
ibm-eu-de,170,365
ibm-eu-de,117,365
ibm-eu-de,154,365
ibm-eu-de,148,365
ibm-eu-de,156,365
ibm-eu-de,97,365
ibm-eu-de,286,365
ibm-eu-de,170,365
ibm-eu-de,266,365
ibm-eu-de,343,365
ibm-eu-de,148,365
ibm-eu-de,280,365
ibm-eu-de,155,365
ibm-eu-de,101,365
ibm-eu-de,151,365
ibm-eu-de,152,365
ibm-eu-de,162,365
ibm-eu-de,220,365
ibm-eu-de,113,365
ibm-eu-de,150,365
ibm-eu-de,148,365
ibm-eu-de,154,365
ibm-eu-de,177,365
ibm-eu-de,174,365
ibm-eu-de,177,365
ibm-eu-de,154,365
ibm-eu-de,153,365
ibm-eu-de,136,365
ibm-eu-de,143,365
ibm-eu-de,175,365
ibm-eu-de,266,365
ibm-eu-de,163,365
ibm-eu-de,183,365
ibm-eu-de,177,365
ibm-eu-de,160,365
ibm-eu-de,159,365
ibm-eu-de,179,365
ibm-eu-de,168,365
ibm-eu-de,325,365
ibm-eu-de,283,365
ibm-eu-de,2162,365
ibm-eu-de,931,365
ibm-eu-de,149,365
ibm-eu-de,105,365
ibm-eu-de,199,365
ibm-eu-de,144,365
ibm-eu-de,148,365
ibm-eu-de,166,365
ibm-eu-de,142,365
ibm-eu-de,172,365
ibm-eu-de,155,365
ibm-eu-de,249,365
ibm-eu-de,171,365
ibm-eu-de,179,365
ibm-eu-de,151,365
ibm-eu-de,140,365
ibm-eu-de,175,365
ibm-eu-de,153,365
ibm-eu-de,106,365
ibm-eu-de,192,365
ibm-eu-de,276,365
ibm-eu-de,156,365
ibm-eu-gb,284,747
ibm-eu-gb,224,747
ibm-eu-gb,227,747
ibm-eu-gb,275,747
ibm-eu-gb,220,747
ibm-eu-gb,304,747
ibm-eu-gb,200,747
ibm-eu-gb,228,747
ibm-eu-gb,245,747
ibm-eu-gb,233,747
ibm-eu-gb,207,747
ibm-eu-gb,217,747
ibm-eu-gb,230,747
ibm-eu-gb,211,747
ibm-eu-gb,189,747
ibm-eu-gb,218,747
ibm-eu-gb,195,747
ibm-eu-gb,193,747
ibm-eu-gb,242,747
ibm-eu-gb,200,747
ibm-eu-gb,192,747
ibm-eu-gb,195,747
ibm-eu-gb,227,747
ibm-eu-gb,249,747
ibm-eu-gb,210,747
ibm-eu-gb,204,747
ibm-eu-gb,221,747
ibm-eu-gb,187,747
ibm-eu-gb,203,747
ibm-eu-gb,194,747
ibm-eu-gb,261,747
ibm-eu-gb,204,747
ibm-eu-gb,254,747
ibm-eu-gb,232,747
ibm-eu-gb,124,747
ibm-eu-gb,225,747
ibm-eu-gb,194,747
ibm-eu-gb,196,747
ibm-eu-gb,211,747
ibm-eu-gb,221,747
ibm-eu-gb,221,747
ibm-eu-gb,204,747
ibm-eu-gb,174,747
ibm-eu-gb,167,747
ibm-eu-gb,228,747
ibm-eu-gb,231,747
ibm-eu-gb,222,747
ibm-eu-gb,200,747
ibm-eu-gb,227,747
ibm-eu-gb,206,747
ibm-eu-gb,223,747
ibm-eu-gb,223,747
ibm-eu-gb,269,747
ibm-eu-gb,185,747
ibm-eu-gb,232,747
ibm-eu-gb,129,747
ibm-eu-gb,208,747
ibm-eu-gb,219,747
ibm-eu-gb,188,747
ibm-eu-gb,193,747
ibm-eu-gb,239,747
ibm-eu-gb,222,747
ibm-eu-gb,230,747
ibm-eu-gb,278,747
ibm-eu-gb,209,747
ibm-eu-gb,208,747
ibm-eu-gb,260,747
ibm-eu-gb,205,747
ibm-eu-gb,239,747
ibm-eu-gb,203,747
ibm-eu-gb,253,747
ibm-eu-gb,242,747
ibm-eu-gb,230,747
ibm-eu-gb,216,747
ibm-eu-gb,193,747
ibm-eu-gb,235,747
ibm-eu-gb,225,747
ibm-eu-gb,249,747
ibm-eu-gb,214,747
ibm-eu-gb,210,747
ibm-eu-gb,218,747
ibm-eu-gb,222,747
ibm-eu-gb,220,747
ibm-eu-gb,248,747
ibm-eu-gb,239,747
ibm-eu-gb,132,747
ibm-eu-gb,191,747
ibm-eu-gb,243,747
ibm-eu-gb,179,747
ibm-eu-gb,1121,747
ibm-eu-gb,238,747
ibm-eu-gb,255,747
ibm-eu-gb,241,747
ibm-eu-gb,234,747
ibm-eu-gb,205,747
ibm-eu-gb,194,747
ibm-eu-gb,230,747
ibm-eu-gb,199,747
ibm-eu-gb,224,747
ibm-eu-gb,217,747
ibm-us-east,545,6600
ibm-us-east,528,6600
ibm-us-east,495,6600
ibm-us-east,517,6600
ibm-us-east,490,6600
ibm-us-east,502,6600
ibm-us-east,446,6600
ibm-us-east,501,6600
ibm-us-east,1023,6600
ibm-us-east,587,6600
ibm-us-east,464,6600
ibm-us-east,457,6600
ibm-us-east,476,6600
ibm-us-east,498,6600
ibm-us-east,445,6600
ibm-us-east,492,6600
ibm-us-east,173,6600
ibm-us-east,502,6600
ibm-us-east,487,6600
